objectid,geoid,opportunity_value,opportunity_text,globalid,fips,access,accessibility_text,livability_value,livability_text,economic_value,economic_text,education_value,education_text,environmental_value,environmental_text,namelsad,tractid,blkarea,peropsps,votp_ind,foodscr,avgrdscr,intacsc,tranratsc,avgcrsc,cosbusc,lifeexrts,utcscr,avgnuiscr,medhmva,avgtestper,avstmort,gradrt,perbacmo,jobscrrts,medhhinc,perstrg,umrt,dslpm,ozone,pm2_5,ptraf,toxrel,ldrsk,ptsdf,pnpl,prmp,pwdis,opspczsc,vtpazsc,fodsczsc,avrdzsc,intaczsc,transczsc,avcrzsc,cosbuzsc,lifzsc,utczsc,avnuzsc,mehmvzsc,teszsc,stumozsc,grdrtzsc,baatzsc,jobzsc,mehhinzsc,stugzsc,unrtzsc,dslpmzsc,ozonezsc,pm2_5zsc,ptrafzsc,toxrezsc,ldrskzsc,ptsdfzsc,pnplzsc,prmpzsc,pwdiszsc,modifier,Shape__Area,Shape__Length
135,530530718032,-0.33570539,Low,58d9b452-8333-46ca-9651-1df6298989e3,530530718032,-0.41016494,Very Low,0.35663972,High,-0.12934495,Moderate,-1.65539678,Very Low,0.15974,High,Block Group 2,53053071803,0.80553486,0.89358329,48.19168174,0.70707901,44.55476424,0.78427613,3.9210444,0,0.44294294,76.1,0.26,0,275200,0.07399214,0.48493365,0.83803776,0.25340768,2.39917695,50013,0.33403985,0.04120879,0.82997256,32.91526667,6.68491503,1029.96742546,0.55888181,26.71858334,0.67551058,0.21301173,0.3875703,0.00278796,-0.2522276,-0.87269809,0.49351948,-1.08483812,-0.32745282,-0.41729248,-0.65735508,-0.06039959,-0.092684,0.3932353,-1.0551975,0.06633488,-1.84653802,3,-1.5202538,-0.2547953,-0.09988124,-0.60040604,0.10937153,-0.29227901,-0.57633784,0.67870911,-0.70627139,0.28001687,-0.44686835,-1.70072539,-0.9322282,-0.67146709,-0.55017604,3,,6251768.83740234,16223.2268661483
136,530539400011,0.71743485,Very High,94ae80f6-ed4d-4cdf-a0a8-a9a4bb5649da,530539400011,0.17389932,High,1.21832218,Very High,1.53892798,Very High,0.11485438,High,0.54117039,High,Block Group 1,53053940001,1.2308597,0.96750397,70.02606429,0.01715026,60.55566713,0.94800693,0.07279327,57.75,0.08510638,83.7,0.51,5.5,450000,0.0681168,0.03584532,0.89011417,0.53101105,3.25,145417,0.0625,0.04487917,0.73615801,32.43458954,6.74123525,49.17153182,0.57919869,59.80126591,1.2224401,0.20874954,0.91347542,0,-0.0521487,1.14608399,-0.56094277,0.25061976,1.048471,-0.7886874,-0.5717559,-1.61142509,0.81591503,2.21307426,-0.4923622,1.6054006,-1.88134716,-1.03583493,-0.19410084,1.49903057,1.61257521,2.87004251,-1.45483414,-0.21826004,-0.93336903,-1.17317077,0.00688087,-0.7782601,-0.08086456,-0.38555042,-0.64959265,-0.692302,-0.05427521,-0.41826844,,4071888.3616333,24666.4699859622
137,530539400012,0.46049668,Very High,e4c8b21d-9fdd-41bc-86cd-99f9ffce5719,530539400012,-0.02196866,Moderate,0.95228966,Very High,0.78784093,Very High,0.06093889,Moderate,0.52338259,High,Block Group 2,53053940001,5.11714225,0.32085132,72.53446448,0.00273994,62.37201929,0.97425743,0,7.375,0.37078652,83.7,0.25,0,551900,0.00294799,0.038507,0.92362775,0.42872008,2.41666667,106705,0.12847222,0.02201258,0.73615801,32.43458954,6.74123525,85.88400894,0.57919869,77.45281703,0.8266322,0.22239267,0.51442628,0,-1.8024241,1.37800781,-0.58296698,0.40221507,1.26906894,-0.79571269,-0.64642358,-0.37315817,0.81591503,0.32044175,-1.0551975,2.50260195,-2.26744777,-0.99908015,0.65934033,0.85278287,-0.0646796,1.46184155,-1.07480106,-0.67940072,-0.93336903,-1.17317077,0.00688087,-0.73864741,-0.08086456,0.31617254,-0.85413342,-0.62561015,-0.43055753,-0.41826844,,726021.794677734,5167.43966415129
138,530539400044,0.10716383,High,59a6a207-1c93-497f-b142-d124ae066cc1,530539400044,-0.56694224,Very Low,0.78439706,Very High,0.80136223,Very High,-0.28723129,Low,-0.19576661,Low,Block Group 4,53053940004,1.27391277,0.83009543,63.25823224,0.32244686,0,0.86633663,0.31063446,0,0.63392857,77.4,0.87,0,347000,0.01112908,0.03483515,0.91495215,0.22755228,3.65024631,80000,0.28697183,0.04900181,0.88009816,33.20594967,6.76166448,49.70746405,0.61369889,70.72708288,2.13792031,0.1600046,1.01668314,0.00087617,-0.42406829,0.52033797,-0.09433844,-3,0.36214866,-0.76573334,-0.65735508,0.76741852,0.06273425,3,-1.0551975,0.69851405,-2.21897786,-1.04978431,0.43841142,-0.41814304,2.41815327,0.49041133,-0.16176384,-0.13512048,-0.38557421,1.79860848,0.26556515,-0.77768183,0.54064862,0.04879649,-0.176502,-0.93058231,0.04304424,1.06861037,,1347775.08410645,13757.7754500117
139,530530613001,-0.11508953,Moderate,4a56ed86-4e5c-41d6-900a-d027c674d7db,530530613001,0.30149512,Very High,-0.16392435,Low,-0.49200901,Low,0.30198181,High,-0.52299125,Very Low,Block Group 1,53053061300,0.09203385,1.32812853,63.0952381,0.12275663,67.30023816,0.808,9.21734899,414.775,0.53231939,75.9,0.16,10.8,245200,0.44100004,0.11300001,0.92375371,0.33285303,2.80434783,41094,0.434238,0.10887097,1.1229791,32.66605229,6.79802896,328.90600135,0.60281136,98.75001747,6.02947633,0.61910898,2.2630447,0.00060749,0.92394302,0.50526772,-0.3995378,0.81353116,-0.12808751,0.09385415,-0.04256026,0.32699837,-0.1165945,-0.33470028,0.05000636,-0.19780683,0.32784514,0.02958533,0.66254772,0.24711972,0.71560851,-0.92484663,0.68656311,1.07223481,0.5387608,-0.28142623,0.72602877,-0.47642712,0.34451232,1.16282531,1.8345287,1.31366191,1.21829755,0.61265814,,2565169.78723145,6684.95269355131
140,530530616011,-0.31190981,Low,e5f16264-47bb-40da-951f-2f5bcae392ef,530530616011,0.78962246,Very High,-0.97330695,Very Low,-0.16335387,Moderate,0.22791044,High,-1.4404211,Very Low,Block Group 1,53053061601,0.29401049,1.15877747,53.01310044,2.52353394,49.49484615,0.74846626,69.09131888,3490.925,0.44870651,74.5,0.06,37.9,414700,0.34500003,0.13690001,0.92375377,0.42822086,3.41890928,33500,0.47717622,0.07905544,1.94373519,32.67753725,6.82638962,1445.46323674,0.69740939,80.65250986,6.71388931,0.71118061,4.01253618,0.00089058,0.46556556,-0.42691522,3,-0.67253193,-0.62838367,3,3,-0.03541767,-0.28396801,-1.06263586,2.82324938,1.29459385,-0.2409186,0.35961779,0.66254924,0.8496289,1.9525399,-1.20108858,0.93390882,0.470958,3,-0.23717869,1.08514431,0.72833609,2.04867402,0.44337371,2.18821127,1.76373654,2.86797588,1.09306762,,8166194.27966309,15381.1139707717
141,530539400045,0.13814928,High,4c1c6ee6-5a17-479d-8d98-44ac56e54608,530539400045,-0.33552037,Very Low,0.94220667,Very High,0.32803022,High,-0.20638849,Moderate,-0.03758162,Moderate,Block Group 5,53053940004,1.27635336,0.71621963,64.19316843,0.01604981,39.9,0.91633466,1.67596054,0,0.32142857,77.4,0.66,0,300700,0.0033238,0.03347555,0.91718942,0.2740668,2.15243902,94167,0.12910798,0.06404658,0.88009816,33.20594967,6.76166448,41.59250248,0.61369889,65.37852049,0.9805564,0.13400105,0.27309984,0.00045409,-0.7322925,0.6067811,-0.56262466,-1.4733313,0.78231075,-0.63396565,-0.65735508,-0.58709784,0.06273425,3,-1.0551975,0.29085534,-2.26522123,-1.06855881,0.49538487,-0.12427638,-0.5964921,1.00575497,-1.07113877,0.16828078,-0.38557421,1.79860848,0.26556515,-0.78643786,0.54064862,-0.16383123,-0.77459035,-1.05769575,-0.65811565,0.35233689,,294566.089111328,4399.99942070479
142,530539400062,-0.28773564,Low,a2102d34-de25-424c-8f5a-be68dd1e58ed,530539400062,-0.16739062,Low,0.16719049,High,-0.35570207,Low,-0.63220507,Very Low,-0.45057094,Low,Block Group 2,53053940006,0.54918094,1.14909815,32.57820928,0.257943,81.17849999,0.7098646,8.72627194,483.5,0.38082902,73.1,0.48,16.6,248700,0.27312301,0.08774812,0.84477625,0.16196319,3.78984238,21955,0.69459624,0.07129799,1.18213004,33.05089673,6.81365137,262.2418404,0.66819638,21.88560389,2.80026572,0.18536152,1.70474603,0.00076172,0.43936684,-2.31630192,-0.19292382,1.97183044,-0.9527755,0.04646028,0.05930648,-0.32962944,-0.45134151,1.99469359,0.64354177,-0.1669903,-0.66676284,-0.31911511,-1.34865473,-0.83251783,2.69911909,-1.62105345,2.18635712,0.31451682,0.76387226,1.20124404,0.92384677,-0.54835763,1.52240831,-1.89285653,0.16577676,-0.80662985,0.69185131,0.874395,,15206578.1428223,18580.7563120228
143,530539400061,-0.57538385,Very Low,a81d869f-f0f3-4ee8-b92c-2dcb9fe648f4,530539400061,-0.14960012,Low,-0.06257198,Moderate,-1.47355905,Very Low,-0.67338282,Very Low,-0.51780526,Low,Block Group 1,53053940006,0.15557438,1.31227756,38.91891892,0.23850128,83.12597999,0.63186813,4.59653677,554.5,0.46478873,73.1,0.39,14.8,198900,0.26966073,0.0905195,0.8447762,0.14519651,2,19904,0.65502451,0.12199313,1.18213004,33.05089673,6.81365137,669.03282763,0.66819638,10.86049669,3.07437264,0.19603163,2.04011742,0.00079644,0.88103967,-1.73004715,-0.22263784,2.13436986,-1.60822456,-0.35210068,0.1645453,0.03428995,-0.45134151,1.33955156,0.45934112,-0.60546555,-0.68727549,-0.28084539,-1.34865581,-0.93844538,-0.90330701,-1.69566132,1.95840414,1.33686372,0.76387226,1.20124404,0.92384677,-0.1094309,1.52240831,-2.33115064,0.30742638,-0.75447105,1.00808887,0.93330445,,4360539.22418213,8598.21338338622
144,530530623001,-0.44963959,Very Low,c6b1fe0f-e71f-41ef-867e-c9af1a1604a3,530530623001,-0.14442069,Low,-0.46062307,Very Low,-0.47314326,Low,-0.4880519,Low,-0.68195905,Very Low,Block Group 1,53053062300,0.25870179,1.06419174,47.15346535,0.31858143,60.15040139,0.77837838,9.8310093,266.8,0.7080292,76.6,0.18,21.3,200600,0.35056295,0.10926943,0.8447762,0.22765073,1.81632653,62716,0.3684941,0.06430155,1.23869442,33.01383856,6.81442131,500.61530762,0.65177672,82.17513381,3.84265773,0.29390695,1.93209743,0.00058677,0.20955319,-0.96869039,-0.10024623,0.21679572,-0.37701497,0.15307854,-0.26189427,1.08860414,-0.03290775,-0.18911316,1.12451011,-0.59049752,-0.20796044,-0.02192978,-1.34865588,-0.41752105,-1.27298766,-0.13831736,0.30784531,0.1734227,0.97914002,1.05847195,0.93359617,-0.2911531,1.22661191,0.50390438,0.70445135,-0.27602622,0.90623171,0.57749064,,7206656.78509521,13936.0081917634
145,530530623002,-0.52143208,Very Low,8f3a150d-6e29-457c-a658-fce98cf4f409,530530623002,-0.43085269,Very Low,-0.80638907,Very Low,-0.29654493,Low,-0.55010733,Very Low,-0.52326638,Very Low,Block Group 2,53053062300,0.2565073,1.09486791,52.64663805,0.12848264,57.38204612,0.62107623,5.00225089,331.6,0.73333333,76.6,0.17,35.9,166300,0.33041708,0.09478373,0.8447762,0.17559153,2.89473684,37955,0.53840125,0.04370629,1.23869442,33.01383856,6.81442131,290.78939915,0.65177672,83.23993976,2.84192518,0.22952586,1.27771708,0.00027975,0.29258348,-0.46079791,-0.39078637,-0.01425511,-1.69891507,-0.31294519,-0.16584531,1.19828372,-0.03290775,-0.26190672,2.618582,-0.89249954,-0.32731712,-0.22196114,-1.34865582,-0.74641751,0.897535,-1.03903197,1.28659571,-0.24191296,0.97914002,1.05847195,0.93359617,-0.51755487,1.22661191,0.54623487,0.18730503,-0.59074089,0.2891855,0.05648079,,7103700.17333984,13009.2404558858
146,530530623003,-0.10237761,Moderate,39875d3a-621e-41bf-b022-6b5158abf096,530530623003,-0.01994342,Moderate,0.23737464,High,0.1816739,High,-0.53270721,Very Low,-0.37828597,Low,Block Group 3,53053062300,0.21514458,1.0803217,46.33802817,0.25573119,58.98388854,0.97639485,2.6604658,219.2,0.09009009,76.6,0.17,7,206100,0.29350157,0.07393791,0.8447762,0.17566331,2.05714286,71250,0.202547,0.02125,1.23869442,33.01383856,6.81442131,200.76589776,0.65177672,62.59218117,2.33013381,0.2228892,0.86486301,8.1e-07,0.25321168,-1.04408478,-0.19630427,0.11943691,1.28703094,-0.53895099,-0.33244874,-1.58982345,-0.03290775,-0.26190672,-0.33886166,-0.54207153,-0.54602757,-0.50981872,-1.34865597,-0.74596402,-0.78829525,0.17211834,-0.64809321,-0.69477932,0.97914002,1.05847195,0.93359617,-0.61469006,1.22661191,-0.27459987,-0.07717225,-0.62318296,-0.10011415,-0.41690115,,6078302.11993408,11997.4643472025
147,530530623004,-0.27610949,Low,8a7bc12b-f0e9-40d6-8a41-867d43a649be,530530623004,-0.20670844,Low,-0.01538974,Moderate,-0.21955393,Low,-0.5289887,Very Low,-0.40990666,Low,Block Group 4,53053062300,0.2179044,1.19091824,44.52423698,0.43900253,46.74402617,0.80571429,12.22983213,275.15,0.27419355,76.6,0.12,8.7,195000,0.29357272,0.07415127,0.8447762,0.17841727,1.91666667,62368,0.45037594,0,1.23869442,33.01383856,6.81442131,440.28511106,0.65177672,76.32059456,1.68563775,0.20644989,0.68081188,0,0.55256003,-1.21178584,0.08380105,-0.90211924,-0.14729568,0.38458906,-0.24951759,-0.79183579,-0.03290775,-0.62587451,-0.16489439,-0.63980397,-0.54560601,-0.50687251,-1.34865605,-0.72856526,-1.07103249,-0.15097633,0.77952576,-1.12331887,0.97914002,1.05847195,0.93359617,-0.35624927,1.22661191,0.27116197,-0.41022704,-0.70354338,-0.27366467,-0.41826844,,6032631.70581055,13014.9266924694
148,530530624001,-0.66493131,Very Low,29267ce2-a10a-4f4a-a1cb-f0a9facfaaca,530530624001,-0.44733845,Very Low,-0.65136361,Very Low,-1.10348451,Very Low,-0.51473057,Low,-0.60773941,Very Low,Block Group 1,53053062400,0.28338626,0.59539886,55.78727842,0.20005457,52.43718932,0.76532399,5.55891383,787.175,0.57142857,74,0.2,29.1,200400,0.40950005,0.11543335,0.8447762,0.16896235,1.68316832,48438,0.33518006,0.15980025,1.3071072,32.95791176,6.81412049,732.99739375,0.64869464,95.1468632,3.10797621,0.29543994,1.15405631,0,-1.05931448,-0.17041789,-0.28139841,-0.42695982,-0.48671846,-0.25922162,0.50942478,0.49651525,-0.34374426,-0.04352605,1.9227129,-0.59225846,0.1412196,0.06318701,-1.3486559,-0.78829895,-1.54099596,-0.65769878,0.1159397,2.0993036,1.23949939,0.84300567,0.92978705,-0.04041325,1.17108896,1.01958487,0.32479162,-0.26853248,0.17257991,-0.41826844,,7901971.29345703,12381.0930300978
149,530530624005,-0.49057643,Very Low,65a7c07d-2781-4edc-a1bc-38514f898788,530530624005,-0.08577799,Low,-0.23988454,Low,-1.20260458,Very Low,-0.27483167,Low,-0.64978335,Very Low,Block Group 5,53053062400,0.12072925,0.88722994,59.60784314,1.09626856,55.58531939,0.65666667,8.73835957,378.675,0.38011696,74,0.15,15.3,198800,0.40330009,0.11628176,0.84477623,0.32851986,1.97894737,,0.46516854,0.21140143,1.3071072,32.95791176,6.81412049,764.59026161,0.64869464,91.17793109,3.53568616,0.3736172,1.27822251,0,-0.26942401,0.18282716,1.08834276,-0.16421246,-1.39982826,0.04762686,-0.09606901,-0.33271582,-0.34374426,-0.40749384,0.51050797,-0.60634602,0.1044872,0.07490269,-1.34865508,0.21974388,-0.94567976,0,0.86473855,3,1.23949939,0.84300567,0.92978705,-0.00632461,1.17108896,0.86180322,0.54581833,0.11362214,0.28966209,-0.41826844,,3372009.70635986,7360.31458162229
150,530530625001,-0.28832117,Low,d66f32c4-3d3b-4861-a672-9c7602d335d2,530530625001,0.52410677,Very High,-0.65493775,Very Low,-0.12271565,Moderate,-0.61982817,Very Low,-0.56823107,Very Low,Block Group 1,53053062500,0.15921696,0.96111273,57.55166932,3.55639142,49.29600898,0.85579196,14.8448446,476.825,0.4950495,73.9,0.15,34.7,215900,0.33377768,0.1379497,0.84477622,0.22264631,2.14647887,60486,0.35644531,0.02716469,1.27166034,32.90362549,6.80871585,486.59716621,0.63636644,98.93929992,3.56994473,0.47136773,1.11032654,0,-0.06944767,-0.00728432,3,-0.68912716,0.27353575,0.63696405,0.04941255,0.16545382,-0.35569951,-0.40749384,2.49578157,-0.45578524,-0.30740681,0.37411281,-1.34865542,-0.44913765,-0.60848813,-0.21943661,0.23843825,-0.57550041,1.10459883,0.63385975,0.86135098,-0.30627865,0.9489993,1.17035008,0.56352206,0.59145696,0.13134503,-0.41826844,,4445122.36669922,8610.82493107197
151,530530625007,-0.87763049,Very Low,7aae89a4-ec45-47bf-ab62-02a333050922,530530625007,-0.45014888,Very Low,-0.19356424,Low,-2.03637402,Very Low,-0.74957631,Very Low,-0.958489,Very Low,Block Group 7,53053062500,0.17350732,0.35610211,54.59183673,0.51429265,55.68816341,0.73441734,8.14402473,199.35,0.54455446,73.9,0.14,5.9,181500,0.31900048,0.14473402,0.84477621,0.16918429,1.66666667,39105,0.76190476,0.21138211,1.27166034,32.90362549,6.80871585,3054.59683357,0.63636644,84.58742094,3.71983145,0.68639602,0.84954924,0,-1.70701184,-0.28094706,0.19887175,-0.15562895,-0.74644474,-0.00973243,-0.36187115,0.38003067,-0.35569951,-0.48028739,-0.45142872,-0.75866774,-0.39495613,0.46779666,-1.34865566,-0.7868968,-1.57420893,-0.99719918,2.57408799,3,1.10459883,0.63385975,0.86135098,2.46458829,0.9489993,0.59980288,0.64097869,1.64258178,-0.11455423,-0.41826844,,4826103.60852051,8856.64023789376
152,530530625003,-0.57580271,Very Low,141e1bd7-f487-4960-b53f-3d11b3fb0484,530530625003,-0.66103583,Very Low,-0.45133629,Very Low,-0.69852607,Very Low,-0.67694897,Very Low,-0.39116638,Low,Block Group 3,53053062500,0.12631624,0.14253854,55.12367491,0.4900837,54.01459729,0.68224299,6.88695926,169.725,0.80104712,73.9,0.13,11.7,202800,0.45679438,0.15171443,0.84477624,0.10120482,2.16666667,38393,0.71891892,0,1.27166034,32.90362549,6.80871585,245.15611066,0.63636644,85.62932689,2.26532079,0.36996755,0.64799817,0,-2.28505797,-0.23177391,0.16187167,-0.29530713,-1.18489575,-0.13105188,-0.40578242,1.4917859,-0.35569951,-0.55308095,0.14210668,-0.57112712,0.42142065,0.5641883,-1.34865481,-1.21637342,-0.56785604,-1.02309913,2.32646798,-1.12331887,1.10459883,0.63385975,0.86135098,-0.5667931,0.9489993,0.641223,-0.11066553,0.09578151,-0.30460628,-0.41826844,,3523605.28027344,7937.83282009462
153,530530625004,-0.43788619,Very Low,07660f35-2be8-45b1-ac11-4998d6bbf6ce,530530625004,0.46268945,Very High,-0.82556402,Very Low,-0.94071265,Very Low,-0.46517105,Low,-0.42067271,Low,Block Group 4,53053062500,0.12327447,0.90887634,53.55191257,1.31525327,52.13627216,0.83549784,31.97420437,258.775,1,73.9,0.11,27.2,257400,0.45679208,0.15171546,0.84477618,0.23529412,1.51724138,,0.28502415,0.15789474,1.27166034,32.90362549,6.80871585,461.32467101,0.63636644,100,2.05958693,0.33448239,0.31350292,0,-0.21083436,-0.37709726,1.42303109,-0.45207479,0.10299257,2.29011947,-0.27378922,2.35413767,-0.35569951,-0.69866807,1.72827889,-0.0903892,0.42140706,0.56420267,-1.34865649,-0.3692321,-1.87495807,0,-0.17298343,2.06087595,1.10459883,0.63385975,0.86135098,-0.33354762,0.9489993,1.21251735,-0.21698216,-0.07768092,-0.62001768,-0.41826844,,3433576.02282715,7864.78311497125
154,530530625005,-0.33675752,Low,fad28370-26fc-4371-b2f1-2a3e79d017d6,530530625005,0.175347,High,-0.64835737,Very Low,-0.03740247,Moderate,-0.54352772,Very Low,-0.62984704,Very Low,Block Group 5,53053062500,0.2262651,0.45694154,54.02124431,0.35745804,70.65529943,0.93049327,17.21640801,361.9,0.56595745,73.9,0.12,28.2,185200,0.45000007,0.15483319,0.84477873,0.19885714,1.46153846,86875,0.31962865,0,1.27166034,32.90362549,6.80871585,2141.59523222,0.63636644,74.74284862,2.30802993,0.41119668,0.32653037,0,-1.43407277,-0.33370339,-0.04082861,1.0935493,0.90129369,0.86584376,-0.12093353,0.47280092,-0.35569951,-0.62587451,1.83061258,-0.72609026,0.38116692,0.60725499,-1.34859139,-0.59943143,-1.98707165,0.74049868,0.0263558,-1.12331887,1.10459883,0.63385975,0.86135098,1.47946124,0.9489993,0.20843997,-0.08859483,0.29732228,-0.60773348,-0.41826844,,6329369.42712402,10095.7012579628
155,530530625006,-0.21368764,Low,e413f245-78b7-42e7-9862-828f67ef73fa,530530625006,-0.40844807,Very Low,0.1304658,Moderate,0.7954862,Very High,-0.8163358,Very Low,-0.76960634,Very Low,Block Group 6,53053062500,0.15011324,0,53.44129555,0.08239574,54.97701779,0.88259109,16.37833235,163.075,0.2125,73.9,0.12,0,180700,0.31900052,0.1447334,0.84477628,0.12691466,2.67567568,68973,0.05245347,0,1.27166034,32.90362549,6.80871585,2691.38554587,0.63636644,63.90532856,2.9238193,0.54979962,0.69243265,0,-2.67086277,-0.38732479,-0.46122392,-0.21498216,0.49874421,0.78496104,-0.41563929,-1.05924353,-0.35569951,-0.62587451,-1.0551975,-0.76571152,-0.39495593,0.46778809,-1.34865388,-1.05394533,0.45662933,0.08928941,-1.5127072,-1.12331887,1.10459883,0.63385975,0.86135098,2.07268398,0.9489993,-0.22239677,0.22962527,0.97485631,-0.2627069,-0.41826844,,4178572.06744385,8466.77501973738
156,530530625002,-0.33258022,Low,583a8655-42b8-485e-9183-1a1c55b4cc6a,530530625002,-0.41884345,Very Low,-0.25851551,Low,0.14818634,High,-0.66323043,Very Low,-0.47049804,Low,Block Group 2,53053062500,0.16114904,0.09216038,53.96113602,0.38029671,48.85693359,0.96633663,5.93220891,491.4,0.4248927,73.9,0.15,12.6,197100,0.33192122,0.13880191,0.84477619,0.19877049,2.48148148,68869,0.33668679,0.02763158,1.27166034,32.90362549,6.80871585,236.12412066,0.63636644,94.19915846,2.97850038,0.42367179,0.90008865,0,-2.42141502,-0.33926093,-0.00592281,-0.72577301,1.20250599,-0.22319489,0.07101615,-0.13863749,-0.35569951,-0.40749384,0.234207,-0.62131405,-0.31840566,0.38588087,-1.34865631,-0.59997887,0.06577355,0.08550627,0.12461924,-0.56608478,1.10459883,0.63385975,0.86135098,-0.5765386,0.9489993,0.98190964,0.25788269,0.35830449,-0.06689823,-0.41826844,,4483116.75744629,8658.50947866508
157,530530723051,-0.01980071,Moderate,3f443931-022c-4a58-8390-e7c40e67aec7,530530723051,0.50365118,Very High,0.13400655,High,-0.1427999,Moderate,-0.98417801,Very Low,0.39031663,High,Block Group 1,53053072305,0.25538258,1.24089154,66.78743961,0.37196865,57.80588053,0.85192698,21.13386479,0,0.64824121,81.7,0.04,0,330400,0.00042385,0.15490002,0.85625011,0.29537367,2.67817509,48911,0.33646456,0.06904232,0.8077849,32.60461895,6.69152732,1459.05995785,0.52653929,74.65450872,1.44830654,0.28037076,0.34483245,0,0.68782126,0.84664445,-0.01865112,0.0211187,0.24105607,1.24391772,-0.65735508,0.82945595,0.57681002,-1.20822298,-1.0551975,0.55235563,-2.28240233,0.60817786,-1.05646673,0.01033487,0.46165992,-0.64049277,0.1233391,0.26902764,-0.66077768,-0.51810726,-0.62254349,0.74300692,-1.02951153,0.20492809,-0.53287216,-0.3421953,-0.59047558,-0.41826844,,2812.40563964844,4709.5399339833
158,530530628011,-0.42963693,Very Low,49c3f155-c55e-4c6e-8171-54a68936dd3c,530530628011,-0.15821311,Low,-0.7266226,Very Low,-0.38134756,Low,-0.66355182,Very Low,-0.21844956,Low,Block Group 1,53053062801,0.26478789,1.3406845,48.73035067,0.25702776,64.42526712,0.67862481,5.67237805,450.875,0.75862069,72.6,0.16,26.8,210000,0.47399967,0.15425813,0.8562501,0.05286344,2.74025974,,0.57092407,0.08734177,0.82879894,32.70025621,6.73195437,2812.55992378,0.5337957,72.62339517,3.89881983,0.80241992,0.65342793,0,0.95792789,-0.82289337,-0.19432263,0.57358203,-1.21530136,-0.24827118,0.0109485,1.30789056,-0.51111777,-0.33470028,1.68734541,-0.50773311,0.52335548,0.59931404,-1.056467,-1.52178171,0.58661805,0,1.47394345,0.63806485,-0.58080431,-0.14965055,-0.11063779,2.20343091,-0.89878889,0.12418283,0.73347411,2.20974249,-0.29948629,-0.41826844,,7255251.82922363,18224.363764285
159,530530628012,-0.44230125,Very Low,bf88f41b-3b69-41d0-ac48-c7d9184e6901,530530628012,-0.45639326,Very Low,0.0105209,Moderate,-1.42270787,Very Low,-0.56285882,Very Low,0.21993281,High,Block Group 2,53053062801,0.25004736,0.64720074,42.61363636,0.26922198,64.04153087,0.80774963,1.33889561,255.6,0.49100719,72.6,0.37,3.2,99800,0.39550004,0.11490002,0.85625009,0.10420475,2.15662651,38083,0.50052192,0.21905805,0.82879894,32.70025621,6.73195437,607.86588218,0.5337957,38.69585442,2.26030668,0.32196157,1.19867163,0.00130344,-0.91910388,-1.38843779,-0.17568542,0.54155486,-0.13019153,-0.6664958,-0.27849532,0.14793262,-0.51111777,1.19396444,-0.72772969,-1.47801367,0.05827487,0.05582235,-1.0564672,-1.19742062,-0.58806393,-1.0343758,1.06839176,3,-0.58080431,-0.14965055,-0.11063779,-0.17542992,-0.89878889,-1.22457878,-0.11325666,-0.13888655,0.2146498,1.79370299,,6966377.30895996,11230.5773663202
160,530530628013,-0.38972917,Very Low,90655fd2-3bb3-49c8-b03c-c055d5a804fc,530530628013,-0.57577862,Very Low,-0.52934515,Very Low,-0.7167933,Very Low,-0.51535792,Low,0.38862913,High,Block Group 3,53053062801,0.68210392,0.58347528,38.7345679,0.51734927,59.14624874,0.78916372,1.34254553,604,0.56917476,72.6,0.13,12.9,140200,0.41778619,0.12912192,0.85625008,0.14446529,2.57076205,36518,0.6372973,0.06388642,0.82879894,32.70025621,6.73195437,324.25671923,0.5337957,12.76295998,2.33502805,0.43552971,1.90180301,3.99e-05,-1.09158767,-1.74709203,0.20354339,0.13298772,-0.28637955,-0.66614355,0.23791603,0.4867462,-0.51111777,-0.55308095,0.26490711,-1.12230283,0.1903119,0.25221092,-1.05646765,-0.94306501,0.24546908,-1.09130478,1.85628651,0.16505099,-0.58080431,-0.14965055,-0.11063779,-0.48144369,-0.89878889,-2.25551977,-0.07464307,0.41626965,0.87766566,-0.35055898,,18941858.4495239,20999.9881684277
161,530530628014,-0.18186454,Moderate,ac6275a2-cc13-40c9-a1f6-f6a8fb9f63fc,530530628014,-0.13785102,Low,-0.30773719,Low,-0.05455722,Moderate,-0.49570627,Low,0.08652902,High,Block Group 4,53053062801,0.26484382,1.63215083,32.56227758,0.11986125,56.1926037,0.90894819,3.48982364,996.025,0.53367876,72.6,0.19,0,140200,0.47165365,0.15490005,0.85625011,0.16273585,2.29151943,45750,0.29841748,0.01811594,0.82879894,32.70025621,6.73195437,2021.96213987,0.5337957,50.21971116,2.69663089,0.53516344,0.60014115,0,1.74683108,-2.31777495,-0.40396299,-0.11352765,0.72023804,-0.45890962,0.81898996,0.33289047,-0.51111777,-0.1163196,-1.0551975,-1.12230283,0.50945624,0.60817822,-1.05646672,-0.82763637,-0.31656416,-0.75547839,-0.09583115,-0.75798251,-0.58080431,-0.14965055,-0.11063779,1.35037735,-0.89878889,-0.76645729,0.11222162,0.90331016,-0.34973292,-0.41826844,,7311832.95648193,17543.839652498
